nom_estab,items,prediction
HOTEL OASIS,"['CORTADILLO', 'AJO', 'MEDALLON', 'MANTEQUILLA', 'ARRACHERA']","['PANELA', 'LECHE']"
HOTEL OASIS,"['CHILE', 'SURIMI', 'ARRACHERA', 'HAMBURGUESA', 'BONELESS', 'BRISKET', 'PAPA']","['MOLIDA', 'LECHE']"
HOTEL OASIS,"['JALAPENOS', 'YOGHURT', 'CHILE', 'PASTA']",['MOLIDA']
LA TORRADA RESTAURANTE,"['ENDULZANTE', 'COFFEE', 'CHORIZO', 'MARGARINA', 'CHICHARRON']",['SALMON']
RESTAURANTE BONDIA,"['COCOA', 'ESPALDILLA', 'BACON', 'ATUN', 'BONELESS', 'MEDALLON', 'MILANESA']",['DIEZMILLO']
HOTEL OASIS,"['CORTADILLO', 'PIZZA', 'PEPPERONI', 'MERMELADA', 'BACON', 'CHICHARRON']","['DIEZMILLO', 'PANELA']"
RESTAURANTE VERDENIA,"['COFFEE', 'CAFE', 'PANELA', 'RIBEYE', 'BONELESS', 'MAYONESA']","['SALMON', 'CORTADILLO']"
HOTEL REGIS,"['LENGUA', 'BISTEC', 'CHICHARRON', 'SAZONADOR', 'TOMATE', 'SURIMI']",['SALSA']
RESTAURANTE EL BUEN PALADAR,"['PIMIENTA', 'CATSUP', 'ARRACHERA', 'YOGHURT', 'CAFE']",['LECHE']
RESTAURANTE BON DIA,"['PAVO', 'COFFEE', 'PAPA', 'DIEZMILLO']","['BACON', 'SALMON']"
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['PANELA', 'SAZONADOR', 'DULCE', 'PORTERHOUSE', 'COFFEE', 'BISTEC', 'COCOA']","['SALMON', 'CORTADILLO']"
RESTAURANTE Y TAQUERIA MI GENERAL,"['SURIMI', 'MEDALLON', 'MANCHEGO', 'FLAUTAS', 'COFFEE']","['TOCINO', 'SALMON']"
RESTAURANTE BON DIA,"['CHORIZO', 'TOMATE', 'CAMARON', 'MOSTAZA', 'TOMAHAWK', 'CHILE']",['MOLIDA']
EL MAGO RESTAURANTE Y BANQUETES,"['ACEITE', 'HAMBURGUESA', 'PAVO', 'ADOBADA', 'MARGARINA', 'PANELA', 'T-BONE']",['CORTADILLO']
EL MAGO RESTAURANTE Y BANQUETES,"['T-BONE', 'BACON', 'PIERNA', 'HAMBURGUESA', 'LENGUA', 'PIZZA', 'CHORIZO']","['SALSA', 'DIEZMILLO']"
CHE PEBETA RESTAURANTE ARGENTINO,"['ACEITE', 'FLAUTAS', 'FILETE', 'LOMO', 'PULPO']",['TOCINO']
CHE PEBETA RESTAURANTE ARGENTINO,"['SALCHICHA', 'ACEITE', 'CACHETE', 'FLAUTAS', 'SURIMI']",['TOCINO']
HOTEL EL REGIO,"['PAPRIKA', 'TOCINO', 'CARNE', 'MANCHEGO']",['FLAUTAS']
HOTEL OASIS,"['BISTEC', 'MOLLEJA', 'BACON', 'ADEREZO', 'JAMON', 'JALAPENOS']",['DIEZMILLO']
RESTAURANTE TIO LALO,"['SHOULDER', 'CATSUP', 'COWBOY', 'MOLIDA', 'LOMO', 'ATUN']",['CHILE']
LA RONDA RESTAURANTE,"['CHULETA', 'HUEVO', 'TOCINO', 'MILANESA']",['FLAUTAS']
LOS TORILES RESTAURANTE,"['COFFEE', 'MOLIDA', 'SURIMI', 'TOCINO', 'ATUN']","['CHILE', 'SALMON', 'FLAUTAS']"
RESTAURANTE LA POSADA,"['ATUN', 'ROAST', 'HUESO', 'CHILE', 'CHULETA']",['MOLIDA']
HOTEL PALACIO,"['MILANESA', 'COFFEE', 'LENGUA', 'PURE']","['SALSA', 'SALMON']"
HOTEL HOLIDAY IN EXPRESS,"['ADOBADA', 'ROAST', 'GOUDA', 'PANELA']",['CORTADILLO']
HOTEL POSADA,"['COWBOY', 'WHIP', 'CHAMPIÑONES', 'MANTEQUILLA', 'CORTADILLO', 'HUEVO']",['PANELA']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['BACON', 'CAMARON', 'CACHETE', 'COFFEE', 'YOGHURT']","['DIEZMILLO', 'SALMON']"
HOTEL PALACIO,"['CHORIZO', 'MOLIDA', 'ADEREZO', 'DULCE']",['CHILE']
RESTAURANTE LAS ALITAS SUC NUEVO SUR,"['BRISKET', 'MERMELADA', 'CHILE']",['MOLIDA']
RESTAURANTE  LA  FUNDACION,"['PORTERHOUSE', 'BACON', 'MORTADELA', 'SALSA', 'COCOA']","['DIEZMILLO', 'LENGUA']"
HOTEL OASIS,"['ACEITUNA', 'YOGHURT', 'SAZONADOR', 'PEPPERONI', 'COFFEE', 'MOSTAZA', 'GALLETA']",['SALMON']
HUI XIN RESTAURANTE DE COMIDA CHINA,"['MARGARINA', 'PULPA', 'MOLIDA']",['CHILE']
RESTAURANTE FAMILIAR LAS PALMAS,"['ROAST', 'DIEZMILLO', 'GALLETA', 'TOCINO', 'MEDALLON']","['BACON', 'FLAUTAS']"
HOTEL PALACIO,"['PASTEL', 'SALAMI', 'MANTEQUILLA', 'CARNITAS/PIERNA', 'LECHE']",['ARRACHERA']
RESTAURANTE IDOLOS DEL RIN,"['SALSA', 'TOCINO', 'VEAL', 'CATSUP', 'MIEL']","['LENGUA', 'FLAUTAS']"
CHE PEBETA RESTAURANTE ARGENTINO,"['CHILE', 'DIEZMILLO', 'JAMON', 'ENDULZANTE', 'HUEVO', 'CHEESECAKE']","['MOLIDA', 'BACON']"
RESTAURANTE DE MARISCOS SIN NOMBRE,"['ADOBADA', 'CATSUP', 'MOLIDA', 'SALAMI', 'NUGGET', 'MARGARINA']",['CHILE']
HOTEL POSADA,"['CHULETA', 'WHIP', 'PORTERHOUSE', 'MANTEQUILLA', 'CHAMPIÑONES', 'SALMON']",['COFFEE']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['PIZZA', 'CHEESECAKE', 'PEPPERONI', 'SALSA']",['LENGUA']
RESTAURANTE  LA  FUNDACION,"['CARNE', 'CHILE', 'PIMIENTA', 'JALAPENOS']",['MOLIDA']
RESTAURANTE FINOS,"['POLLO', 'MOLIDA', 'BACON', 'PANELA', 'ALITA', 'COWBOY']","['DIEZMILLO', 'CHILE', 'CORTADILLO']"
HUI XIN RESTAURANTE DE COMIDA CHINA,"['COFFEE', 'PULPA', 'PHILADELPHIA', 'VEAL', 'DULCE', 'FILETE']",['SALMON']
RESTAURANTE BOATO,"['MEDALLON', 'CHILE', 'CUBOS', 'BISTEC']",['MOLIDA']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['COFFEE', 'PAPA', 'MENUDO', 'CHILE', 'PASTEL', 'GOUDA']","['MOLIDA', 'SALMON']"
RESTAURANTE FLOR DE TOKIO,"['PHILADELPHIA', 'PECHUGA', 'PIMIENTA', 'MAYONESA', 'MOLIDA']",['CHILE']
RESTAURANTE LA POSADA,"['SALSA', 'PORTERHOUSE', 'COFFEE', 'JUGO', 'AJO', 'CAMARON', 'DIEZMILLO']","['BACON', 'LENGUA', 'SALMON']"
NORTEÑO RESTAURANTE,"['PULPO', 'PIMIENTA', 'GOUDA', 'MEDALLON', 'POLLO', 'DIEZMILLO', 'CHAMPIÑONES']",['BACON']
HOTEL REGIS,"['JUGO', 'CACHETE', 'NUGGET', 'TOMATE', 'SALMON', 'LECHE', 'MEDALLON']","['ARRACHERA', 'COFFEE']"
HOTEL POSADA,"['PANELA', 'MOLIDA', 'CHULETA', 'PULPA', 'SALAMI']","['CHILE', 'CORTADILLO']"
RESTAURANTE Y TAQUERIA MI GENERAL,"['MANTEQUILLA', 'CUBOS', 'HUESO', 'TOCINO', 'MILANESA', 'AJO', 'ARRACHERA']","['FLAUTAS', 'LECHE']"
LA RONDA RESTAURANTE,"['PULPA', 'CORTADILLO', 'FLAN', 'HUEVO', 'CHILE', 'CREMA', 'CACHETE']","['PANELA', 'MOLIDA']"
HOTEL POSADA,"['CREMA', 'PURE', 'SALSA', 'QUESO', 'COFFEE', 'PIZZA', 'FAJITA']","['LENGUA', 'SALMON']"
HUI XIN RESTAURANTE DE COMIDA CHINA,"['CAMARON', 'HUEVO', 'SHOULDER', 'SURIMI', 'QUESO', 'ARRACHERA', 'LOMO']",['LECHE']
MINIRESTAURANTE EL CHINO,"['PEPPERONI', 'CHEESECAKE', 'CORTADILLO']",['PANELA']
RESTAURANTE JOSEPHINOS,"['POLLO', 'YOGHURT', 'SALMON']",['COFFEE']
MINIRESTAURANTE EL CHINO,"['DESHEBRADA', 'ADEREZO', 'CORTADILLO', 'AJO', 'CREMA']",['PANELA']
HOTEL HOLIDAY IN EXPRESS,"['ELOTE', 'COCOA', 'FLAUTAS', 'JALAPENOS', 'ARRACHERA']","['TOCINO', 'LECHE']"
HOTEL EL REGIO,"['MOLIDA', 'AJO', 'CAFE', 'LENGUA', 'ARRACHERA']","['SALSA', 'CHILE', 'LECHE']"
LA TORRADA RESTAURANTE,"['SHOULDER', 'PASTEL', 'CREMA', 'COFFEE']",['SALMON']
CHE PEBETA RESTAURANTE ARGENTINO,"['COCOA', 'ARRACHERA', 'ESPALDILLA', 'SALSA', 'MOLLEJA']","['LENGUA', 'LECHE']"
RESTAURANTE FAMILIAR LAS PALMAS,"['CHULETA', 'WHIP', 'CAFE', 'VEAL', 'PASTEL', 'LENGUA', 'ALITA']",['SALSA']
LA RONDA RESTAURANTE,"['AJO', 'YOGHURT', 'PULPO', 'SALMON', 'MEDALLON', 'ATUN']",['COFFEE']
RESTAURANTE VERDENIA,"['HUESO', 'ADEREZO', 'ACEITE', 'PANELA', 'GALLETA', 'MACHACA']",['CORTADILLO']
RESTAURANTE TIO LALO,"['GALLETA', 'COFFEE', 'CHEESECAKE', 'SHOULDER', 'SAZONADOR', 'CHILE', 'CHICHARRON']","['MOLIDA', 'SALMON']"
GAMMA DE FIESTA AMERCIANA GRAN HOTEL ANCIRA,"['LECHE', 'BISTEC', 'CARNITAS/PIERNA', 'ESPALDILLA', 'MOSTAZA']",['ARRACHERA']
LA RONDA RESTAURANTE,"['CAFE', 'ENDULZANTE', 'SALMON', 'PIMIENTA']",['COFFEE']
HOTEL EL REGIO,"['CACHETE', 'MOLIDA', 'TOCINO', 'COFFEE', 'ADEREZO', 'JAMON']","['CHILE', 'SALMON', 'FLAUTAS']"
HOTEL POSADA,"['AJO', 'MOLIDA', 'CATSUP', 'PASTA', 'PHILADELPHIA', 'WHIP']",['CHILE']
RESTAURANTE FLOR DE TOKIO,"['GOUDA', 'FLAUTAS', 'HAMBURGUESA', 'MOLLEJA', 'LENGUA', 'LOMO', 'MARGARINA']","['SALSA', 'TOCINO']"
RESTAURANTE BONDIA,"['LOMO', 'ESPALDILLA', 'SHOULDER', 'DIEZMILLO', 'TOMATE', 'ATUN']",['BACON']
RESTAURANTE EL BUEN PALADAR,"['ROAST', 'YEMA', 'LECHE', 'PASTEL']",['ARRACHERA']
RESTAURANTE JOSEPHINOS,"['FLAUTAS', 'RIBEYE', 'SURIMI', 'MOSTAZA', 'MANTEQUILLA', 'PAPA']",['TOCINO']
RESTAURANTE BON DIA,"['LENGUA', 'HAMBURGUESA', 'BISTEC', 'MACHACA', 'MOLLEJA']",['SALSA']
RESTAURANTE EL BUEN PALADAR,"['SALSA', 'CARNITAS/PIERNA', 'BRISKET', 'PURE', 'MAYONESA', 'ADOBADA']",['LENGUA']
HOTEL EL REGIO,"['BRISKET', 'CATSUP', 'CAFE', 'BACON', 'FILETE', 'ADOBADA']",['DIEZMILLO']
HOTEL HOLIDAY IN EXPRESS,"['LENGUA', 'CAMARON', 'POLLO', 'PASTEL', 'ADOBADA', 'BISTEC']",['SALSA']
LA RONDA RESTAURANTE,"['CORTADILLO', 'ATUN', 'SALAMI', 'HAMBURGUESA']",['PANELA']
HOTEL EL REGIO,"['MOLIDA', 'LECHE', 'LENGUA', 'DULCE', 'CACHETE', 'MARGARINA', 'PIZZA']","['SALSA', 'CHILE', 'ARRACHERA']"
RESTAURANTE TIO LALO,"['TOCINO', 'ARRACHERA', 'NUGGET', 'MAYONESA']","['FLAUTAS', 'LECHE']"
RESTAURANTE LOS RODRIGUEZ,"['QUESO', 'TOCINO', 'PEPPERONI', 'ACEITE', 'GOUDA', 'MOSTAZA']",['FLAUTAS']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['SALAMI', 'MILANESA', 'PULPA', 'PECHUGA', 'LENGUA', 'VEAL']",['SALSA']
HOTEL EL REGIO,"['ESPALDILLA', 'MENUDO', 'ADOBADA', 'FLAUTAS', 'WHIP', 'MACHACA', 'MOLIDA']","['TOCINO', 'CHILE']"
HOTEL PALACIO,"['ALITA', 'CAFE', 'MEDALLON', 'BRISKET', 'PIERNA', 'MERMELADA', 'LECHE']",['ARRACHERA']
HOTEL PALACIO,"['ACEITUNA', 'YOGHURT', 'COFFEE', 'POLLO']",['SALMON']
RESTAURANTE EL BUEY,"['MAYONESA', 'WHIP', 'PIMIENTA', 'TOMATE', 'PASTA', 'LECHE']",['ARRACHERA']
RESTAURANTE IDOLOS DEL RIN,"['MORTADELA', 'LENGUA', 'CUBOS', 'PASTEL', 'CARNITAS/PIERNA', 'DULCE']",['SALSA']
RESTAURANTE LA POSADA,"['MANCHEGO', 'SURIMI', 'PHILADELPHIA', 'ARRACHERA', 'CUBOS', 'COCOA', 'HUESO']",['LECHE']
RESTAURANTE BERNAL,"['CARNITAS/PIERNA', 'JALAPENOS', 'WHIP', 'BONELESS', 'DIEZMILLO', 'PAPA']",['BACON']
HOTEL REGIS,"['CARNE', 'BACON', 'PASTEL', 'MENUDO', 'TOMATE']",['DIEZMILLO']
HOTEL HOLIDAY IN EXPRESS,"['SALSA', 'MERMELADA', 'PIERNA', 'HAMBURGUESA', 'PIZZA']",['LENGUA']
RESTAURANTE LA AZULITA,"['MOLLEJA', 'HUESO', 'BONELESS', 'PANELA', 'ACEITE']",['CORTADILLO']
HOTEL PALACIO,"['MANCHEGO', 'ALITA', 'SALMON', 'CHAMPIÑONES', 'FILETE', 'WHIP']",['COFFEE']
RESTAURANTE LOS RODRIGUEZ,"['COFFEE', 'TOMAHAWK', 'PIZZA', 'CHILE']","['MOLIDA', 'SALMON']"
RESTAURANTE JOSEPHINOS,"['SAZONADOR', 'PHILADELPHIA', 'CREMA', 'SALSA', 'PULPA', 'COCOA', 'CHULETA']",['LENGUA']
RESTAURANTE EL BUEN PALADAR,"['SALSA', 'QUESO', 'TOMATE', 'ARRACHERA', 'CHAMPIÑONES']","['LENGUA', 'LECHE']"
RESTAURANTE EL GITANO,"['PULPA', 'CAFE', 'TOCINO', 'NUGGET']",['FLAUTAS']
CHE PEBETA RESTAURANTE ARGENTINO,"['PIMIENTA', 'BRISKET', 'CHILE', 'FLAN', 'PIZZA', 'VEAL']",['MOLIDA']
RESTAURANTE IDOLOS DEL RIN,"['LECHE', 'JALAPENOS', 'CHAMPIÑONES', 'MIEL', 'PECHUGA']",['ARRACHERA']
NORTEÑO RESTAURANTE,"['LECHE', 'COCOA', 'ADEREZO', 'MEDALLON', 'CARNITAS/PIERNA']",['ARRACHERA']
RESTAURANTE VERDENIA,"['LENGUA', 'DIEZMILLO', 'MOLIDA', 'T-BONE']","['SALSA', 'CHILE', 'BACON']"
HUI XIN RESTAURANTE DE COMIDA CHINA,"['CACHETE', 'DIEZMILLO', 'ELOTE', 'WHIP', 'MILANESA']",['BACON']
RESTAURANTE CHAYITO,"['CARNE', 'CHORIZO', 'FILETE', 'YEMA', 'CHILE']",['MOLIDA']
LA TORRADA RESTAURANTE,"['MEDALLON', 'CHAMPIÑONES', 'PIERNA', 'COSTILLA', 'CORTADILLO']",['PANELA']
NORTEÑO RESTAURANTE,"['PEPPERONI', 'DIEZMILLO', 'DESHEBRADA', 'FLAUTAS', 'SURIMI', 'SALCHICHA', 'CAFE']","['TOCINO', 'BACON']"
RESTAURANTE Y TAQUERIA MI GENERAL,"['PHILADELPHIA', 'BACON', 'MANTEQUILLA', 'GALLETA', 'HUESO', 'PORTERHOUSE']",['DIEZMILLO']
HOTEL REGIS,"['LECHE', 'GALLETA']",['ARRACHERA']
RESTAURANTE LA DELICIA,"['PULPO', 'PULPA', 'COSTILLA', 'COFFEE', 'CAMARON', 'JAMON']",['SALMON']
LA RONDA RESTAURANTE,"['SALCHICHA', 'MOLIDA', 'ALITA', 'PASTEL']",['CHILE']
HOTEL CAMINO REAL,"['PULPO', 'PORTERHOUSE', 'CHILE']",['MOLIDA']
RESTAURANTE LA POSADA,"['COSTILLA', 'LECHE', 'CARNE', 'HAMBURGUESA', 'CHICHARRON']",['ARRACHERA']
RESTAURANTE BUCHAKAS,"['TOMAHAWK', 'CAFE', 'PANELA', 'COFFEE']","['SALMON', 'CORTADILLO']"
RESTAURANTE IDOLOS DEL RIN,"['MANCHEGO', 'BACON']",['DIEZMILLO']
RESTAURANTE JOSEPHINOS,"['GALLETA', 'MARGARINA', 'SALMON', 'DULCE', 'CHAMPIÑONES', 'MORTADELA', 'AJO']",['COFFEE']
CHE PEBETA RESTAURANTE ARGENTINO,"['TOCINO', 'PURE', 'BISTEC', 'CARNITAS/PIERNA', 'FLAN']",['FLAUTAS']
RESTAURANTE Y TAQUERIA MI GENERAL,"['DIEZMILLO', 'CAMARON', 'MORTADELA', 'COSTILLA', 'CARNE']",['BACON']
RESTAURANTE CHAYITO,"['PIMIENTA', 'HUESO', 'CARNE', 'SAZONADOR', 'FLAUTAS']",['TOCINO']
RESTAURANTE BONDIA,"['LECHE', 'ADEREZO', 'QUESO', 'ELOTE', 'PEPPERONI', 'COCOA', 'MACHACA']",['ARRACHERA']
RESTAURANTE  LA  FUNDACION,"['PHILADELPHIA', 'LENGUA', 'YOGHURT', 'GALLETA', 'POLLO', 'PECHUGA', 'YEMA']",['SALSA']
RESTAURANTE IDOLOS DEL RIN,"['PORTERHOUSE', 'CHILE', 'CARNE', 'JAMON', 'ATUN', 'YOGHURT']",['MOLIDA']
RESTAURANTE TIO LALO,"['FILETE', 'MILANESA', 'DIEZMILLO']",['BACON']
HOTEL MISION,"['CAMARON', 'PORTERHOUSE', 'SALMON']",['COFFEE']
RESTAURANTE Y TAQUERIA MI GENERAL,"['PANELA', 'MERMELADA', 'CORTADILLO', 'FLAUTAS', 'QUESO']",['TOCINO']
MINIRESTAURANTE EL CHINO,"['CAFE', 'SHOULDER', 'MARGARINA', 'PANELA']",['CORTADILLO']
RESTAURANTE LOS RODRIGUEZ,"['AJO', 'ATUN', 'LECHE']",['ARRACHERA']
RESTAURANTE LOS RODRIGUEZ,"['LENGUA', 'CHAMPIÑONES', 'COWBOY', 'PAPA', 'ACEITUNA']",['SALSA']
ANTIQUE HOTEL BOUTIQUE SANTA LUCIA,"['PASTEL', 'BONELESS', 'ADOBADA', 'BISTEC', 'SHOULDER', 'ARRACHERA']",['LECHE']
RESTAURANTE EL BUEY,"['POLLO', 'ENDULZANTE', 'GOUDA', 'SALSA', 'AJO', 'PURE', 'CHULETA']",['LENGUA']
CHE PEBETA RESTAURANTE ARGENTINO,"['CAFE', 'ESPALDILLA', 'YEMA', 'CORTADILLO', 'TOCINO', 'MERMELADA']","['PANELA', 'FLAUTAS']"
MINIRESTAURANTE EL CHINO,"['GALLETA', 'CUBOS', 'CHORIZO', 'BISTEC', 'SALSA']",['LENGUA']
RESTAURANTE EL BUEN PALADAR,"['MOSTAZA', 'CAMARON', 'AJO', 'CARNE', 'PANELA']",['CORTADILLO']
HOTEL PALACIO,"['FLAUTAS', 'COWBOY', 'PULPA', 'PEPPERONI', 'DULCE']",['TOCINO']
EL MAGO RESTAURANTE Y BANQUETES,"['WHIP', 'PANELA', 'PIERNA', 'PECHUGA', 'MORTADELA']",['CORTADILLO']
RESTAURANTE TIO LALO,"['VEAL', 'CHILE', 'YEMA', 'PAPRIKA', 'PORTERHOUSE']",['MOLIDA']
HOTEL MISION,"['PORTERHOUSE', 'SAZONADOR', 'PANELA', 'FAJITA', 'BONELESS', 'PIERNA']",['CORTADILLO']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['CARNE', 'CUBOS', 'CHILE', 'CAFE', 'PHILADELPHIA']",['MOLIDA']
RESTAURANTE EL GITANO,"['ADOBADA', 'SHOULDER', 'PIMIENTA', 'CHICHARRON', 'YOGHURT', 'CORTADILLO']",['PANELA']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['FAJITA', 'MANCHEGO', 'CHICHARRON', 'BRISKET', 'MOLIDA', 'CORTADILLO']","['CHILE', 'PANELA']"
RESTAURANTE BONDIA,"['PASTEL', 'ELOTE', 'ARRACHERA', 'MERMELADA', 'BONELESS', 'CAFE', 'MOSTAZA']",['LECHE']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['JAMON', 'PANELA', 'MANTEQUILLA', 'LOMO', 'PURE']",['CORTADILLO']
HOTEL HOLIDAY IN EXPRESS,"['CATSUP', 'CHILE', 'SURIMI', 'BACON', 'MOLIDA', 'FAJITA']",['DIEZMILLO']
RESTAURANTE BOATO,"['ACEITE', 'FLAUTAS', 'PAPA', 'FLAN', 'PEPPERONI']",['TOCINO']
RESTAURANTE VERDENIA,"['SALCHICHA', 'ENDULZANTE', 'CORTADILLO', 'COFFEE', 'CREMA', 'JUGO']","['PANELA', 'SALMON']"
HUI XIN RESTAURANTE DE COMIDA CHINA,"['TOCINO', 'LECHE', 'JAMON', 'GOUDA', 'TOMATE']","['ARRACHERA', 'FLAUTAS']"
RESTAURANTE FLOR DE TOKIO,"['DULCE', 'ROAST', 'JALAPENOS', 'LENGUA', 'FAJITA']",['SALSA']
RESTAURANTE Y TAQUERIA MI GENERAL,"['JUGO', 'PIMIENTA', 'ENDULZANTE', 'ELOTE', 'FLAUTAS', 'CAFE']",['TOCINO']
NORTEÑO RESTAURANTE,"['CHAMPIÑONES', 'BACON', 'CACHETE', 'CHORIZO', 'SALAMI', 'CUBOS', 'CATSUP']",['DIEZMILLO']
LA TORRADA RESTAURANTE,"['CORTADILLO', 'CREMA', 'HUESO', 'FLAUTAS', 'PAVO', 'SALAMI']","['TOCINO', 'PANELA']"
LA RONDA RESTAURANTE,"['MERMELADA', 'ACEITE', 'MIEL', 'GOUDA', 'SAZONADOR', 'CHILE']",['MOLIDA']
RESTAURANTE BON DIA,"['HUEVO', 'MEDALLON', 'CHULETA', 'T-BONE', 'PURE', 'MOLIDA', 'ALITA']",['CHILE']
RESTAURANTE FLOR DE TOKIO,"['FILETE', 'PASTEL', 'FLAUTAS', 'ACEITUNA', 'MILANESA', 'QUESO']",['TOCINO']
RESTAURANTE CHAYITO,"['WHIP', 'SALSA', 'LOMO', 'ADEREZO']",['LENGUA']
MINIRESTAURANTE EL CHINO,"['DIEZMILLO', 'PAPA', 'MAYONESA', 'HUEVO', 'FLAUTAS', 'COCOA']","['TOCINO', 'BACON']"
RESTAURANTE BUCHAKAS,"['SALAMI', 'SALMON', 'MORTADELA', 'SURIMI', 'COWBOY', 'MILANESA']",['COFFEE']
HOTEL EL REGIO,"['MOLIDA', 'SALCHICHA', 'COWBOY', 'JUGO', 'RIBEYE', 'TOMAHAWK']",['CHILE']
RESTAURANTE LA DELICIA,"['ACEITE', 'CREMA', 'PHILADELPHIA', 'SALSA', 'MANCHEGO', 'VEAL']",['LENGUA']
RESTAURANTE DE MARISCOS EL ROJO,"['ACEITE', 'PORTERHOUSE', 'PULPA', 'MEDALLON', 'JUGO', 'LECHE', 'TOMAHAWK']",['ARRACHERA']
HOTEL MISION,"['RIBEYE', 'TOCINO', 'FILETE', 'MOLIDA', 'PASTA', 'BISTEC']","['CHILE', 'FLAUTAS']"
HOTEL OASIS,"['TOCINO', 'RIBEYE', 'BISTEC', 'YEMA', 'CARNITAS/PIERNA']",['FLAUTAS']
RESTAURANTE LAS TRES VILLAS,"['PHILADELPHIA', 'QUESO', 'MOLIDA', 'DIEZMILLO', 'COFFEE', 'ELOTE']","['CHILE', 'BACON', 'SALMON']"
RESTAURANTE LAS ALITAS SUC NUEVO SUR,"['RIBEYE', 'FLAUTAS', 'YOGHURT', 'LECHE', 'BACON', 'PURE']","['TOCINO', 'DIEZMILLO', 'ARRACHERA']"
HOTEL REGIS,"['SALMON', 'CAMARON', 'MACHACA', 'BACON', 'PEPPERONI', 'MAYONESA', 'HUEVO']","['DIEZMILLO', 'COFFEE']"
RESTAURANTE IDOLOS DEL RIN,"['PECHUGA', 'COCOA', 'YOGHURT', 'PAVO', 'BACON']",['DIEZMILLO']
MINIRESTAURANTE EL CHINO,"['YEMA', 'MARGARINA', 'COCOA', 'T-BONE', 'FLAUTAS']",['TOCINO']
RESTAURANTE FLOR DE TOKIO,"['PAPA', 'BONELESS', 'SALSA', 'PIZZA', 'VEAL', 'SALCHICHA', 'CREMA']",['LENGUA']
HOTEL CAMINO REAL,"['MOLIDA', 'CAMARON', 'PANELA']","['CHILE', 'CORTADILLO']"
MINIRESTAURANTE EL CHINO,"['CHEESECAKE', 'LENGUA', 'HUESO', 'MAYONESA']",['SALSA']
RESTAURANTE BON DIA,"['CREMA', 'CAFE', 'LECHE', 'MACHACA', 'NUGGET', 'ADOBADA', 'MOSTAZA']",['ARRACHERA']
HOTEL MISION,"['PANELA', 'JALAPENOS']",['CORTADILLO']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['PIERNA', 'PECHUGA', 'ARRACHERA', 'DIEZMILLO', 'TOMATE', 'MOLIDA', 'MANCHEGO']","['CHILE', 'BACON', 'LECHE']"
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['MEDALLON', 'BACON', 'PULPO', 'PAVO', 'COFFEE']","['DIEZMILLO', 'SALMON']"
RESTAURANTE EL BUEN PALADAR,"['COWBOY', 'COCOA', 'MOLIDA']",['CHILE']
RESTAURANTE LA POSADA,"['LECHE', 'PORTERHOUSE', 'DIEZMILLO']","['ARRACHERA', 'BACON']"
RESTAURANTE VERDENIA,"['ATUN', 'PEPPERONI', 'MANTEQUILLA', 'TOCINO', 'ACEITE', 'LENGUA']","['SALSA', 'FLAUTAS']"
CHE PEBETA RESTAURANTE ARGENTINO,"['CATSUP', 'COFFEE']",['SALMON']
HOTEL MISION,"['FLAUTAS', 'PEPPERONI', 'SALSA', 'POLLO', 'RIBEYE', 'JUGO']","['TOCINO', 'LENGUA']"
CHE PEBETA RESTAURANTE ARGENTINO,"['ESPALDILLA', 'SALMON', 'GALLETA', 'HUESO', 'GOUDA', 'CORTADILLO']","['PANELA', 'COFFEE']"
RESTAURANTE LA DELICIA,"['WHIP', 'LECHE', 'HUESO']",['ARRACHERA']
HOTEL HOLIDAY IN EXPRESS,"['JALAPENOS', 'TOMATE', 'ENDULZANTE', 'MAYONESA', 'SURIMI', 'DIEZMILLO']",['BACON']
MINIRESTAURANTE EL CHINO,"['FLAN', 'JAMON', 'LECHE', 'PAPRIKA']",['ARRACHERA']
HOTEL OASIS,"['CHULETA', 'BACON', 'PIMIENTA', 'CARNITAS/PIERNA', 'GOUDA', 'ADEREZO', 'NUGGET']",['DIEZMILLO']
HOTEL MISION,"['ELOTE', 'QUESO', 'BRISKET', 'SALMON', 'HUESO', 'ADEREZO']",['COFFEE']
RESTAURANTE EL BUEN PALADAR,"['CHEESECAKE', 'LECHE', 'FAJITA', 'PEPPERONI', 'T-BONE', 'PORTERHOUSE']",['ARRACHERA']
RESTAURANTE BERNAL,"['ATUN', 'WHIP', 'CUBOS', 'FAJITA', 'LENGUA']",['SALSA']
